model,sample_id,source_filename,wt_evanyseg_predicted_dice,condition_adherence_dice,predicted_tumour_voxels_lowres,predicted_tumour_fraction_lowres,mean_probability_inside_prediction,empty_prediction
conditional_ddpm_v3,0028,conditional_ddpm_v3_0028.nii.gz,0.86328125,0.6980079681275904,18437,0.01978558550824176,0.9647507667541504,False
conditional_ddpm_v3,0029,conditional_ddpm_v3_0029.nii.gz,0.87548828125,0.8501763596095787,26873,0.028838641826923077,0.9723955988883972,False
conditional_ddpm_v3,0030,conditional_ddpm_v3_0030.nii.gz,0.82958984375,0.7179270525280116,8615,0.009245149381868132,0.962936282157898,False
conditional_ddpm_v3,0031,conditional_ddpm_v3_0031.nii.gz,0.84912109375,0.780672537299913,12449,0.013359589629120878,0.9770992398262024,False
conditional_ddpm_v3,0032,conditional_ddpm_v3_0032.nii.gz,0.82666015625,0.4291360813104548,9659,0.010365513392857142,0.9639796018600464,False
conditional_ddpm_v3,0033,conditional_ddpm_v3_0033.nii.gz,0.90185546875,0.7417360693741987,13428,0.014410199175824177,0.972115159034729,False
conditional_ddpm_v3,0034,conditional_ddpm_v3_0034.nii.gz,0.85498046875,0.28761837951637576,14561,0.015626073145604397,0.9504715204238892,False
conditional_ddpm_v3,0035,conditional_ddpm_v3_0035.nii.gz,0.8759765625,0.7833904663347185,18314,0.0196535885989011,0.971320629119873,False
conditional_ddpm_v3,0036,conditional_ddpm_v3_0036.nii.gz,0.88671875,0.9268511761073579,18726,0.02009572458791209,0.982933759689331,False
conditional_ddpm_v3,0037,conditional_ddpm_v3_0037.nii.gz,0.80029296875,0.621823162380443,8926,0.009578897664835165,0.9605449438095093,False
conditional_ddpm_v3,0038,conditional_ddpm_v3_0038.nii.gz,0.896484375,0.9578492348660409,27528,0.029541552197802197,0.9876499176025391,False
conditional_ddpm_v3,0039,conditional_ddpm_v3_0039.nii.gz,0.826171875,0.21627793182231483,15717,0.016866629464285715,0.9675962924957275,False
conditional_ddpm_v3,0040,conditional_ddpm_v3_0040.nii.gz,0.802734375,0.25543916196648964,19421,0.020841560782967034,0.9590408205986023,False
conditional_ddpm_v3,0041,conditional_ddpm_v3_0041.nii.gz,0.904296875,0.26303493681678713,16066,0.01724115728021978,0.9673383235931396,False
conditional_ddpm_v3,0042,conditional_ddpm_v3_0042.nii.gz,0.8212890625,0.5887362275582333,15801,0.016956773695054946,0.9661450982093811,False
conditional_ddpm_v3,0043,conditional_ddpm_v3_0043.nii.gz,0.88232421875,0.9113478845557234,25400,0.027257898351648352,0.9825460314750671,False
conditional_ddpm_v3,0044,conditional_ddpm_v3_0044.nii.gz,0.79833984375,0.24959624137461478,17679,0.01897214114010989,0.9628435373306274,False
conditional_ddpm_v3,0045,conditional_ddpm_v3_0045.nii.gz,0.77783203125,0.6693011972769116,16754,0.017979481456043955,0.9718996286392212,False
conditional_ddpm_v3,0046,conditional_ddpm_v3_0046.nii.gz,0.8798828125,0.8946710032525271,6350,0.006814474587912088,0.9811237454414368,False
conditional_ddpm_v3,0047,conditional_ddpm_v3_0047.nii.gz,0.85498046875,0.7255222272428051,17924,0.019235061813186814,0.9693422317504883,False
conditional_ddpm_v3,0048,conditional_ddpm_v3_0048.nii.gz,0.83349609375,0.03364572130969915,11873,0.01274145776098901,0.9657512903213501,False
conditional_ddpm_v3,0049,conditional_ddpm_v3_0049.nii.gz,0.85546875,0.7648456057008558,9903,0.01062736092032967,0.9758865833282471,False
conditional_ddpm_v3,0050,conditional_ddpm_v3_0050.nii.gz,0.85986328125,0.904794908953457,25121,0.026958490728021978,0.9819155931472778,False
conditional_ddpm_v3,0051,conditional_ddpm_v3_0051.nii.gz,0.853515625,0.6415483387226948,13773,0.014780434409340659,0.9683833122253418,False
conditional_ddpm_v3,0052,conditional_ddpm_v3_0052.nii.gz,0.8740234375,0.8480462089843599,15285,0.016403030563186812,0.9758177995681763,False
conditional_ddpm_v3,0053,conditional_ddpm_v3_0053.nii.gz,0.86962890625,0.3455280444672332,15951,0.017117745535714286,0.9605136513710022,False
conditional_ddpm_v3,0054,conditional_ddpm_v3_0054.nii.gz,0.8603515625,0.8980613744946945,23350,0.025057949862637364,0.9801844954490662,False
conditional_ddpm_v3,0055,conditional_ddpm_v3_0055.nii.gz,0.80322265625,0.1827335325454129,27932,0.029975103021978023,0.9607596397399902,False
conditional_ddpm_v3,0056,conditional_ddpm_v3_0056.nii.gz,0.89501953125,0.5879646805670447,18569,0.01992724072802198,0.9691705107688904,False
conditional_ddpm_v3,0057,conditional_ddpm_v3_0057.nii.gz,0.861328125,0.9090155530833696,24419,0.026205142513736263,0.9830037355422974,False
conditional_ddpm_v3,0058,conditional_ddpm_v3_0058.nii.gz,0.853515625,0.04704386522603977,26051,0.02795651614010989,0.96480792760849,False
conditional_ddpm_v3,0059,conditional_ddpm_v3_0059.nii.gz,0.8818359375,0.4368530020706176,19338,0.020752489697802197,0.9675723314285278,False
conditional_ddpm_v3,0060,conditional_ddpm_v3_0060.nii.gz,0.8525390625,0.8738689053659592,26518,0.028457675137362637,0.9743903875350952,False
conditional_ddpm_v3,0061,conditional_ddpm_v3_0061.nii.gz,0.8515625,0.7432987046300682,18653,0.02001738495879121,0.9733924269676208,False
conditional_ddpm_v3,0062,conditional_ddpm_v3_0062.nii.gz,0.85595703125,0.7917866533117183,13366,0.014343664148351648,0.9749857187271118,False
conditional_ddpm_v3,0063,conditional_ddpm_v3_0063.nii.gz,0.86865234375,0.675396498925985,28054,0.030106026785714286,0.9712541699409485,False
conditional_ddpm_v3,0064,conditional_ddpm_v3_0064.nii.gz,0.8115234375,0.8461808604039082,19198,0.020602249313186813,0.971942663192749,False
conditional_ddpm_v3,0065,conditional_ddpm_v3_0065.nii.gz,0.873046875,0.8453127332437966,30130,0.03233387706043956,0.975452721118927,False
conditional_ddpm_v3,0066,conditional_ddpm_v3_0066.nii.gz,0.73388671875,0.8243099048945376,12223,0.013117058722527473,0.9709146022796631,False
conditional_ddpm_v3,0067,conditional_ddpm_v3_0067.nii.gz,0.8583984375,0.7592652550239031,28113,0.030169342376373625,0.9726371169090271,False
conditional_ddpm_v3,0068,conditional_ddpm_v3_0068.nii.gz,0.77392578125,0.030420416999526932,16695,0.017916165865384616,0.9701817035675049,False
conditional_ddpm_v3,0069,conditional_ddpm_v3_0069.nii.gz,0.89697265625,0.8990418089586224,16096,0.01727335164835165,0.9794545769691467,False
conditional_ddpm_v3,0070,conditional_ddpm_v3_0070.nii.gz,0.86865234375,0.913011418228965,22862,0.024534254807692307,0.9810627698898315,False
conditional_ddpm_v3,0071,conditional_ddpm_v3_0071.nii.gz,0.89697265625,0.9246493609809375,29707,0.03187993646978022,0.9820152521133423,False
conditional_ddpm_v3,0072,conditional_ddpm_v3_0072.nii.gz,0.89013671875,0.9116381958953202,16869,0.01810289320054945,0.9852061867713928,False
conditional_ddpm_v3,0073,conditional_ddpm_v3_0073.nii.gz,0.875,0.8926815796741528,19133,0.0205324948489011,0.9794007539749146,False
conditional_ddpm_v3,0074,conditional_ddpm_v3_0074.nii.gz,0.876953125,0.9399062703921399,17189,0.018446299793956043,0.9865411520004272,False
conditional_ddpm_v3,0075,conditional_ddpm_v3_0075.nii.gz,0.822265625,0.7325341627932295,17935,0.019246866414835164,0.9726811051368713,False
conditional_ddpm_v3,0076,conditional_ddpm_v3_0076.nii.gz,0.849609375,0.8977290047249414,10723,0.011507340315934067,0.9830246567726135,False
conditional_ddpm_v3,0077,conditional_ddpm_v3_0077.nii.gz,0.84375,0.6521098994336206,26582,0.028526356456043955,0.9721868634223938,False
conditional_ddpm_v3,0078,conditional_ddpm_v3_0078.nii.gz,0.90625,0.9226804123711647,12898,0.013841432005494505,0.9815071225166321,False
conditional_ddpm_v3,0079,conditional_ddpm_v3_0079.nii.gz,0.8662109375,0.8647731678945655,22827,0.024496694711538463,0.9789190292358398,False
conditional_ddpm_v3,0080,conditional_ddpm_v3_0080.nii.gz,0.8369140625,0.26286213104955924,15773,0.01692672561813187,0.9681203961372375,False
conditional_ddpm_v3,0081,conditional_ddpm_v3_0081.nii.gz,0.8818359375,0.9175776931581393,8427,0.009043398008241759,0.9851871132850647,False
conditional_ddpm_v3,0082,conditional_ddpm_v3_0082.nii.gz,0.8662109375,0.729293779367512,17220,0.018479567307692308,0.9746558666229248,False
conditional_ddpm_v3,0083,conditional_ddpm_v3_0083.nii.gz,0.8974609375,0.7685815306239712,15710,0.016859117445054944,0.9826918840408325,False
conditional_ddpm_v3,0084,conditional_ddpm_v3_0084.nii.gz,0.8837890625,0.6523554380350525,19113,0.02051103193681319,0.9708996415138245,False
conditional_ddpm_v3,0085,conditional_ddpm_v3_0085.nii.gz,0.84326171875,0.7303434394264278,19353,0.020768586881868133,0.9721387028694153,False
conditional_ddpm_v3,0086,conditional_ddpm_v3_0086.nii.gz,0.859375,0.8577624635551293,22943,0.024621179601648353,0.9778880476951599,False
conditional_ddpm_v3,0087,conditional_ddpm_v3_0087.nii.gz,0.876953125,0.9014191630222639,30821,0.03307542067307692,0.9775437116622925,False
conditional_ddpm_v3,0088,conditional_ddpm_v3_0088.nii.gz,0.8740234375,0.8713005242686334,9437,0.010127275068681319,0.9808936715126038,False
conditional_ddpm_v3,0089,conditional_ddpm_v3_0089.nii.gz,0.8974609375,0.9093220017452841,28015,0.030064174107142856,0.984404981136322,False
conditional_ddpm_v3,0090,conditional_ddpm_v3_0090.nii.gz,0.87255859375,0.9038532110092037,17521,0.018802584134615385,0.9803385734558105,False
conditional_ddpm_v3,0091,conditional_ddpm_v3_0091.nii.gz,0.8984375,0.9213922019948659,14777,0.015857872596153847,0.9849029183387756,False
conditional_ddpm_v3,0092,conditional_ddpm_v3_0092.nii.gz,0.900390625,0.9254870184679005,15237,0.016351519574175823,0.9822842478752136,False
conditional_ddpm_v3,0093,conditional_ddpm_v3_0093.nii.gz,0.8125,0.732164165612102,16647,0.017864654876373627,0.9657212495803833,False
conditional_ddpm_v3,0094,conditional_ddpm_v3_0094.nii.gz,0.8359375,0.901580674023279,31267,0.03355404361263736,0.9757015705108643,False
conditional_ddpm_v3,0095,conditional_ddpm_v3_0095.nii.gz,0.857421875,0.831291872504625,16509,0.017716560782967034,0.9713950753211975,False
conditional_ddpm_v3,0096,conditional_ddpm_v3_0096.nii.gz,0.775390625,0.40930968550180696,11807,0.012670630151098901,0.9687678813934326,False
conditional_ddpm_v3,0097,conditional_ddpm_v3_0097.nii.gz,0.88818359375,0.9301972288430995,19437,0.020858731112637363,0.9832722544670105,False
conditional_ddpm_v3,0098,conditional_ddpm_v3_0098.nii.gz,0.80859375,0.521315828293494,14854,0.015940504807692307,0.9737541675567627,False
conditional_ddpm_v3,0099,conditional_ddpm_v3_0099.nii.gz,0.9033203125,0.8678344304362674,24603,0.026402601304945057,0.9798220992088318,False
conditional_ddpm_v3,0100,conditional_ddpm_v3_0100.nii.gz,0.8056640625,0.5311152657485859,18573,0.01993153331043956,0.9636123180389404,False
conditional_ddpm_v3,0101,conditional_ddpm_v3_0101.nii.gz,0.82568359375,0.37023417844040535,16779,0.018006310096153846,0.9595831036567688,False
conditional_ddpm_v3,0102,conditional_ddpm_v3_0102.nii.gz,0.90771484375,0.6085265519823421,8957,0.009612165178571429,0.9711575508117676,False
conditional_ddpm_v3,0103,conditional_ddpm_v3_0103.nii.gz,0.896484375,0.9475427085912436,32776,0.03517342032967033,0.9852972626686096,False
conditional_ddpm_v3,0104,conditional_ddpm_v3_0104.nii.gz,0.84521484375,0.21937680408613766,11968,0.012843406593406593,0.9630680084228516,False
conditional_ddpm_v3,0105,conditional_ddpm_v3_0105.nii.gz,0.90771484375,0.8627163851263727,9508,0.010203468406593407,0.9830895066261292,False
conditional_ddpm_v3,0106,conditional_ddpm_v3_0106.nii.gz,0.8798828125,0.693086686470533,18984,0.020372596153846154,0.973722517490387,False
conditional_ddpm_v3,0107,conditional_ddpm_v3_0107.nii.gz,0.88330078125,0.708863149943438,20228,0.021707589285714285,0.9742908477783203,False
conditional_ddpm_v3,0108,conditional_ddpm_v3_0108.nii.gz,0.765625,0.16470713980378113,17089,0.018338985233516483,0.9676467180252075,False
conditional_ddpm_v3,0109,conditional_ddpm_v3_0109.nii.gz,0.8515625,0.45711358313837197,20035,0.021500472184065936,0.9695525169372559,False
conditional_ddpm_v3,0110,conditional_ddpm_v3_0110.nii.gz,0.8828125,0.8480722817006473,18234,0.01956773695054945,0.9807823896408081,False
conditional_ddpm_v3,0111,conditional_ddpm_v3_0111.nii.gz,0.89306640625,0.937245064057156,26420,0.028352506868131868,0.9828421473503113,False
conditional_ddpm_v3,0112,conditional_ddpm_v3_0112.nii.gz,0.8173828125,0.09547663176922531,18937,0.02032215831043956,0.9599583148956299,False
conditional_ddpm_v3,0113,conditional_ddpm_v3_0113.nii.gz,0.8955078125,0.927130119997343,15299,0.01641805460164835,0.9841575622558594,False
conditional_ddpm_v3,0114,conditional_ddpm_v3_0114.nii.gz,0.82958984375,0.8715613838981785,19270,0.020679515796703296,0.9772148132324219,False
conditional_ddpm_v3,0115,conditional_ddpm_v3_0115.nii.gz,0.85986328125,0.8875096974399175,14420,0.015474759615384616,0.9772102236747742,False
conditional_ddpm_v3,0116,conditional_ddpm_v3_0116.nii.gz,0.763671875,0.5457456874593888,9800,0.010516826923076924,0.9414467811584473,False
conditional_ddpm_v3,0117,conditional_ddpm_v3_0117.nii.gz,0.8505859375,0.8594134032443446,20395,0.021886804601648352,0.9738941192626953,False
conditional_ddpm_v3,0118,conditional_ddpm_v3_0118.nii.gz,0.87158203125,0.26558484100223473,16802,0.018030992445054943,0.9595996141433716,False
conditional_ddpm_v3,0119,conditional_ddpm_v3_0119.nii.gz,0.80322265625,0.6335502301222998,25019,0.026849029876373626,0.9662551879882812,False
conditional_ddpm_v3,0120,conditional_ddpm_v3_0120.nii.gz,0.7421875,0.47902353457115954,20694,0.022207675137362638,0.9647037982940674,False
conditional_ddpm_v3,0121,conditional_ddpm_v3_0121.nii.gz,0.89599609375,0.9514703411191477,29453,0.03160735748626373,0.985588550567627,False
conditional_ddpm_v3,0122,conditional_ddpm_v3_0122.nii.gz,0.8642578125,0.5231755767759648,10435,0.011198274381868132,0.975829005241394,False
conditional_ddpm_v3,0123,conditional_ddpm_v3_0123.nii.gz,0.880859375,0.8802768951430094,28469,0.030551382211538462,0.9835204482078552,False
conditional_ddpm_v3,0124,conditional_ddpm_v3_0124.nii.gz,0.904296875,0.890291806958525,11028,0.011834649725274725,0.9764507412910461,False
conditional_ddpm_v3,0125,conditional_ddpm_v3_0125.nii.gz,0.8642578125,0.8461523592291484,29117,0.03124678056318681,0.976483166217804,False
conditional_ddpm_v3,0126,conditional_ddpm_v3_0126.nii.gz,0.81396484375,0.7475289466253184,21689,0.023275455013736263,0.9726086854934692,False
conditional_ddpm_v3,0127,conditional_ddpm_v3_0127.nii.gz,0.82470703125,0.6850105521866575,24356,0.02613753434065934,0.9764754176139832,False
conditional_ddpm_v3,0128,conditional_ddpm_v3_0128.nii.gz,0.80810546875,0.4315439909204122,17524,0.01880580357142857,0.9592652320861816,False
conditional_ddpm_v3,0129,conditional_ddpm_v3_0129.nii.gz,0.8232421875,0.510878044552522,16886,0.018121136675824177,0.9661591053009033,False
conditional_ddpm_v3,0130,conditional_ddpm_v3_0130.nii.gz,0.8662109375,0.848083202321962,22802,0.02446986607142857,0.9753223657608032,False
conditional_ddpm_v3,0131,conditional_ddpm_v3_0131.nii.gz,0.84765625,0.8053932584270634,11429,0.012264981112637362,0.974669337272644,False
conditional_ddpm_v3,0132,conditional_ddpm_v3_0132.nii.gz,0.85205078125,0.8391932406650862,15824,0.016981456043956043,0.9747376441955566,False
conditional_ddpm_v3,0133,conditional_ddpm_v3_0133.nii.gz,0.8798828125,0.17640783357495374,23740,0.025476476648351648,0.961034893989563,False
conditional_ddpm_v3,0134,conditional_ddpm_v3_0134.nii.gz,0.7919921875,0.29625531914923564,19881,0.02133520776098901,0.9628537893295288,False
conditional_ddpm_v3,0135,conditional_ddpm_v3_0135.nii.gz,0.79638671875,0.6182292465861452,8845,0.00949197287087912,0.9702591896057129,False
conditional_ddpm_v3,0136,conditional_ddpm_v3_0136.nii.gz,0.88720703125,0.8935562805873069,18593,0.019952996222527473,0.9816750884056091,False
conditional_ddpm_v3,0137,conditional_ddpm_v3_0137.nii.gz,0.7509765625,0.37515051509638536,18047,0.01936705872252747,0.966536819934845,False
conditional_ddpm_v3,0138,conditional_ddpm_v3_0138.nii.gz,0.86474609375,0.5628095452500514,18889,0.02027064732142857,0.9776610136032104,False
conditional_ddpm_v3,0139,conditional_ddpm_v3_0139.nii.gz,0.91943359375,0.937085304025337,14761,0.015840702266483517,0.987950325012207,False
conditional_ddpm_v3,0140,conditional_ddpm_v3_0140.nii.gz,0.873046875,0.947141578012847,32901,0.03530756353021978,0.981528639793396,False
conditional_ddpm_v3,0141,conditional_ddpm_v3_0141.nii.gz,0.82666015625,0.8530329220560185,28350,0.030423677884615384,0.9776848554611206,False
conditional_ddpm_v3,0142,conditional_ddpm_v3_0142.nii.gz,0.89501953125,0.92021652153451,13315,0.014288933722527472,0.9845089316368103,False
conditional_ddpm_v3,0143,conditional_ddpm_v3_0143.nii.gz,0.8994140625,0.9243535314550528,23831,0.02557413289835165,0.9873238205909729,False
conditional_ddpm_v3,0144,conditional_ddpm_v3_0144.nii.gz,0.82275390625,0.07293840152450651,21114,0.02265839629120879,0.9684863686561584,False
conditional_ddpm_v3,0145,conditional_ddpm_v3_0145.nii.gz,0.796875,0.3437951682844601,15949,0.017115599244505494,0.9601877927780151,False
conditional_ddpm_v3,0146,conditional_ddpm_v3_0146.nii.gz,0.87646484375,0.9228557738380626,22808,0.024476304945054945,0.9832746386528015,False
conditional_ddpm_v3,0147,conditional_ddpm_v3_0147.nii.gz,0.85546875,0.22071555231082676,17002,0.018245621565934067,0.9727842211723328,False
conditional_ddpm_v3,0148,conditional_ddpm_v3_0148.nii.gz,0.859375,0.8365861726761881,23930,0.025680374313186812,0.9745112061500549,False
conditional_ddpm_v3,0149,conditional_ddpm_v3_0149.nii.gz,0.89990234375,0.8703415140891214,16679,0.017898995535714286,0.9765087366104126,False
conditional_ddpm_v3,0150,conditional_ddpm_v3_0150.nii.gz,0.7783203125,0.358656447250136,14493,0.015553099244505495,0.9681602120399475,False
conditional_ddpm_v3,0151,conditional_ddpm_v3_0151.nii.gz,0.8095703125,0.4848764719466309,18983,0.020371523008241757,0.9731762409210205,False
conditional_ddpm_v3,0152,conditional_ddpm_v3_0152.nii.gz,0.8837890625,0.8815650115257986,17289,0.018553614354395603,0.9766345620155334,False
conditional_ddpm_v3,0153,conditional_ddpm_v3_0153.nii.gz,0.86865234375,0.945931205687107,27355,0.02935589800824176,0.9876607060432434,False
conditional_ddpm_v3,0154,conditional_ddpm_v3_0154.nii.gz,0.6982421875,0.1231300966684003,17349,0.018618003090659342,0.9623650908470154,False
conditional_ddpm_v3,0155,conditional_ddpm_v3_0155.nii.gz,0.86572265625,0.8604651162791066,20446,0.021941535027472526,0.9716734886169434,False
conditional_ddpm_v3,0156,conditional_ddpm_v3_0156.nii.gz,0.892578125,0.9495771268034446,17074,0.01832288804945055,0.9886749982833862,False
conditional_ddpm_v3,0157,conditional_ddpm_v3_0157.nii.gz,0.78271484375,0.0730512249451465,10809,0.011599630837912088,0.9637163877487183,False
conditional_ddpm_v3,0158,conditional_ddpm_v3_0158.nii.gz,0.85888671875,0.8587485693787501,32155,0.034506996909340656,0.9785404801368713,False
conditional_ddpm_v3,0159,conditional_ddpm_v3_0159.nii.gz,0.83837890625,0.3748656808067467,15098,0.016202352335164837,0.965340256690979,False
conditional_ddpm_v3,0160,conditional_ddpm_v3_0160.nii.gz,0.8486328125,0.8231275920956947,16596,0.01780992445054945,0.9714207649230957,False
conditional_ddpm_v3,0161,conditional_ddpm_v3_0161.nii.gz,0.876953125,0.9391089407367307,33678,0.036141397664835165,0.9826287031173706,False
conditional_ddpm_v3,0162,conditional_ddpm_v3_0162.nii.gz,0.83447265625,0.7804513844447757,27664,0.0296875,0.9683539271354675,False
conditional_ddpm_v3,0163,conditional_ddpm_v3_0163.nii.gz,0.90185546875,0.87582640221799,20359,0.02184817135989011,0.9783245921134949,False
conditional_ddpm_v3,0164,conditional_ddpm_v3_0164.nii.gz,0.85400390625,0.7932642487047119,25299,0.027149510645604395,0.9733633399009705,False
conditional_ddpm_v3,0165,conditional_ddpm_v3_0165.nii.gz,0.88671875,0.8967772069127266,8004,0.008589457417582418,0.9712526798248291,False
conditional_ddpm_v3,0166,conditional_ddpm_v3_0166.nii.gz,0.79736328125,0.4637194302610429,11414,0.012248883928571428,0.9598135948181152,False
conditional_ddpm_v3,0167,conditional_ddpm_v3_0167.nii.gz,0.8486328125,0.709715922654687,15372,0.01649639423076923,0.971805214881897,False
conditional_ddpm_v3,0168,conditional_ddpm_v3_0168.nii.gz,0.81494140625,0.5557413600893926,15207,0.016319325206043955,0.9689532518386841,False
conditional_ddpm_v3,0169,conditional_ddpm_v3_0169.nii.gz,0.85205078125,0.7752771246221867,16114,0.01729266826923077,0.9634057283401489,False
conditional_ddpm_v3,0170,conditional_ddpm_v3_0170.nii.gz,0.90771484375,0.681863230921826,16426,0.017627489697802198,0.9777607917785645,False
conditional_ddpm_v3,0171,conditional_ddpm_v3_0171.nii.gz,0.8603515625,0.7354169586545942,21911,0.02351369333791209,0.9737892150878906,False
conditional_ddpm_v3,0172,conditional_ddpm_v3_0172.nii.gz,0.896484375,0.7941703864790377,15672,0.01681833791208791,0.9798300266265869,False
conditional_ddpm_v3,0173,conditional_ddpm_v3_0173.nii.gz,0.85595703125,0.08388256441028365,18788,0.020162259615384617,0.9645880460739136,False
conditional_ddpm_v3,0174,conditional_ddpm_v3_0174.nii.gz,0.828125,0.636846743397432,24959,0.02678464114010989,0.9702929854393005,False
conditional_ddpm_v3,0175,conditional_ddpm_v3_0175.nii.gz,0.8896484375,0.9105074113421585,20881,0.022408353365384614,0.9837114810943604,False
conditional_ddpm_v3,0176,conditional_ddpm_v3_0176.nii.gz,0.89013671875,0.7295477186691653,15615,0.016757168612637364,0.9777078628540039,False
conditional_ddpm_v3,0177,conditional_ddpm_v3_0177.nii.gz,0.8671875,0.5423926043250663,22109,0.02372617616758242,0.970109224319458,False
conditional_ddpm_v3,0178,conditional_ddpm_v3_0178.nii.gz,0.84130859375,0.33964458804566094,12621,0.013544170673076924,0.960210919380188,False
conditional_ddpm_v3,0179,conditional_ddpm_v3_0179.nii.gz,0.84423828125,0.49312058092896377,15462,0.016592977335164835,0.9653828144073486,False
conditional_ddpm_v3,0180,conditional_ddpm_v3_0180.nii.gz,0.861328125,0.6656810982049359,27956,0.030000858516483517,0.972502589225769,False
conditional_ddpm_v3,0181,conditional_ddpm_v3_0181.nii.gz,0.8505859375,0.9096999603789541,14262,0.01530520260989011,0.9824845790863037,False
conditional_ddpm_v3,0182,conditional_ddpm_v3_0182.nii.gz,0.8134765625,0.7915034118424408,27124,0.029108001373626374,0.9779473543167114,False
conditional_ddpm_v3,0183,conditional_ddpm_v3_0183.nii.gz,0.8837890625,0.33394287155600355,13026,0.013978794642857144,0.9648922085762024,False
conditional_ddpm_v3,0184,conditional_ddpm_v3_0184.nii.gz,0.83251953125,0.6623196996641934,22846,0.024517084478021978,0.9711995720863342,False
conditional_ddpm_v3,0185,conditional_ddpm_v3_0185.nii.gz,0.85498046875,0.9027380600204112,16204,0.017389251373626374,0.9818310141563416,False
conditional_ddpm_v3,0186,conditional_ddpm_v3_0186.nii.gz,0.8779296875,0.8673575501130034,14912,0.01600274725274725,0.9752672910690308,False
conditional_ddpm_v3,0187,conditional_ddpm_v3_0187.nii.gz,0.873046875,0.7518899967131172,22105,0.023721883585164836,0.9759413599967957,False
conditional_ddpm_v3,0188,conditional_ddpm_v3_0188.nii.gz,0.77294921875,0.21884376875414138,17702,0.018996823489010987,0.9676249027252197,False
conditional_ddpm_v3,0189,conditional_ddpm_v3_0189.nii.gz,0.78466796875,0.7846873070478149,13597,0.014591560782967033,0.9736028909683228,False
conditional_ddpm_v3,0190,conditional_ddpm_v3_0190.nii.gz,0.8828125,0.752744724212822,18647,0.020010946085164835,0.9743074178695679,False
conditional_ddpm_v3,0191,conditional_ddpm_v3_0191.nii.gz,0.84228515625,0.6811019242891695,17218,0.018477421016483517,0.9708229303359985,False
conditional_ddpm_v3,0192,conditional_ddpm_v3_0192.nii.gz,0.8388671875,0.47544422019095517,18923,0.02030713427197802,0.9711817502975464,False
conditional_ddpm_v3,0193,conditional_ddpm_v3_0193.nii.gz,0.88134765625,0.9060301507538161,10466,0.011231541895604396,0.9819994568824768,False
conditional_ddpm_v3,0194,conditional_ddpm_v3_0194.nii.gz,0.86865234375,0.8029914967729725,10678,0.011459048763736263,0.964649498462677,False
conditional_ddpm_v3,0195,conditional_ddpm_v3_0195.nii.gz,0.84228515625,0.8739367294275667,11460,0.012298248626373626,0.9763572812080383,False
conditional_ddpm_v3,0196,conditional_ddpm_v3_0196.nii.gz,0.87109375,0.7921355063469379,14796,0.015878262362637362,0.9774575233459473,False
conditional_ddpm_v3,0197,conditional_ddpm_v3_0197.nii.gz,0.88427734375,0.794629122669849,22328,0.023961195054945057,0.9742318391799927,False
conditional_ddpm_v3,0198,conditional_ddpm_v3_0198.nii.gz,0.908203125,0.9255356299172315,24870,0.02668913118131868,0.9806743264198303,False
conditional_ddpm_v3,0199,conditional_ddpm_v3_0199.nii.gz,0.7880859375,0.14376046587209923,36674,0.0393565418956044,0.970391035079956,False
conditional_ldm_v4,0000,conditional_ldm_v4_0000.nii.gz,0.88330078125,0.8380536725787733,11885,0.012754335508241758,0.9784645438194275,False
conditional_ldm_v4,0001,conditional_ldm_v4_0001.nii.gz,0.8828125,0.8477712845193516,18966,0.020353279532967034,0.9804741144180298,False
conditional_ldm_v4,0002,conditional_ldm_v4_0002.nii.gz,0.89404296875,0.8711477940740244,18028,0.019346668956043957,0.9800444841384888,False
conditional_ldm_v4,0003,conditional_ldm_v4_0003.nii.gz,0.89306640625,0.8977360745347339,23250,0.024950635302197804,0.9833071231842041,False
conditional_ldm_v4,0004,conditional_ldm_v4_0004.nii.gz,0.8740234375,0.7502834553979866,19287,0.020697759271978023,0.9676063060760498,False
conditional_ldm_v4,0005,conditional_ldm_v4_0005.nii.gz,0.89453125,0.9205312007282196,31186,0.03346711881868132,0.9839019179344177,False
conditional_ldm_v4,0006,conditional_ldm_v4_0006.nii.gz,0.76806640625,0.4739779755621894,14935,0.016027429601648352,0.9633464813232422,False
conditional_ldm_v4,0007,conditional_ldm_v4_0007.nii.gz,0.90625,0.8516149095917518,22853,0.02452459649725275,0.9752817153930664,False
conditional_ldm_v4,0008,conditional_ldm_v4_0008.nii.gz,0.841796875,0.161181225769545,21899,0.023500815590659342,0.9662204384803772,False
conditional_ldm_v4,0009,conditional_ldm_v4_0009.nii.gz,0.88037109375,0.20588995091733212,26911,0.02887942135989011,0.972253143787384,False
conditional_ldm_v4,0010,conditional_ldm_v4_0010.nii.gz,0.875,0.6358478464652249,13390,0.014369419642857142,0.9647958874702454,False
conditional_ldm_v4,0011,conditional_ldm_v4_0011.nii.gz,0.880859375,0.8740532207253341,7549,0.008101176167582418,0.9815575480461121,False
conditional_ldm_v4,0012,conditional_ldm_v4_0012.nii.gz,0.90283203125,0.8013203711531507,27760,0.02979052197802198,0.9805707931518555,False
conditional_ldm_v4,0013,conditional_ldm_v4_0013.nii.gz,0.8828125,0.7865448107565466,22574,0.024225188873626374,0.9714153409004211,False
conditional_ldm_v4,0014,conditional_ldm_v4_0014.nii.gz,0.751953125,0.15768325791885693,25052,0.026884443681318683,0.9541827440261841,False
